BookId,AuthorId
428,564
429,565
430,566
430,567
431,568
432,569
433,570
434,571
435,572
436,573
437,574
438,575
439,576
439,577
439,578
440,579
441,580
442,581
443,582
444,583
444,584
445,585
446,586
447,587
448,588
449,589
449,590
450,591
451,592
451,593
452,594
453,595
454,596
454,597
455,598
456,599
457,600
458,601
459,602
459,603
460,604
461,605
462,606
463,607
464,608
465,609
466,610
466,611
466,612
466,613
467,614
468,615
469,616
469,617
469,618
470,619
470,620
471,621
471,622
471,623
471,624
472,625
473,626
474,627
475,628
476,629
477,630
478,631
478,632
478,633
479,634
479,635
479,636
479,637
480,638
481,639
482,640
483,641
484,642
485,643
485,644
485,645
486,646
487,647
488,648
489,649
490,650
491,651
491,652
492,653
493,654
494,655
495,656
496,657
497,658
498,659
498,660
498,661
498,662
499,663
500,664
501,665
502,666
502,667
503,668
504,669
505,670
505,671
506,672
507,673
508,674
509,675
510,676
511,677
512,678
513,679
513,680
513,681
514,682
515,683
516,684
517,685
518,686
518,687
519,688
520,689
520,690
521,691
522,692
523,693
524,694
525,695
526,696
527,697
528,698
529,699
529,700
530,701
530,702
530,703
530,704
530,705
531,706
531,707
532,708
532,709
532,710
532,711
533,712
534,713
535,714
536,715
537,716
538,717
539,718
540,719
540,720
541,721
542,722
543,723
544,724
544,725
545,726
545,727
546,728
547,729
547,730
548,731
549,732
550,733
551,734
552,735
553,736
554,737
555,738
555,739
556,740
557,741
558,742
559,743
559,744
559,745
560,746
560,747
560,748
560,749
561,750
561,751
562,752
563,753
564,754
565,755
566,756
567,757
568,758
568,759
568,760
569,761
570,762
571,763
572,764
573,765
574,766
575,767
576,768
577,769
578,770
578,771
579,772
580,773
581,774
582,775
583,776
584,777
585,778
585,779
586,780
587,781
588,782
589,783
590,784
590,785
591,786
591,787
592,788
592,789
592,790
592,791
593,792
594,793
594,794
595,795
596,796
597,797
597,798
597,799
598,800
599,801
600,802
601,803
602,804
602,805
603,806
604,807
605,808
606,809
606,810
607,811
608,812
608,813
609,814
610,815
611,816
611,817
611,818
612,819
613,820
614,821
614,822
614,823
614,824
615,825
616,826
617,827
618,828
618,829
619,830
620,831
621,832
622,833
623,834
624,835
625,836
626,837
627,838
627,839
628,840
629,841
629,842
630,843
630,844
631,845
632,846
633,847
634,848
635,849
635,850
636,851
637,852
638,853
639,854
639,855
639,856
640,857
641,858
642,859
643,860
643,861
644,862
645,863
646,864
646,865
647,866
648,867
649,868
649,869
649,870
650,871
651,872
651,873
652,874
653,875
653,876
654,877
655,878
656,879
657,880
658,881
659,882
660,883
661,884
661,885
662,886
663,887
664,888
665,889
666,890
667,891
668,892
669,893
669,894
670,895
671,896
671,897
672,898
673,899
674,900
675,901
676,902
677,903
678,904
679,905
680,906
681,907
681,908
682,909
683,910
684,911
685,912
686,913
687,914
688,915
689,916
690,917
691,918
692,919
693,920
694,921
695,922
695,923
696,924
697,925
698,926
699,927
699,928
700,929
701,930
701,931
702,932
702,933
703,934
704,935
705,936
705,937
706,938
706,939
706,940
707,941
708,942
708,943
709,944
710,945
711,946
712,947
713,948
714,949
715,950
716,951
717,952
718,953
719,954
720,955
721,956
722,957
723,958
724,959
725,960
725,961
726,962
727,963
727,964
728,965
728,966
729,967
730,968
731,969
732,970
733,971
734,972
735,973
735,974
735,975
736,976
737,977
738,978
739,979
740,980
740,981
741,982
742,983
743,984
744,985
745,986
746,987
747,988
748,989
749,990
750,991
751,992
752,993
753,994
754,995
755,996
756,997
757,998
758,999
759,1000
760,1001
761,1002
762,1003
763,1004
764,1005
765,1006
765,1007
766,1008
766,1009
766,1010
766,1011
766,1012
766,1013
767,1014
768,1015
769,1016
770,1017
770,1018
771,1019
772,1020
772,1021
773,1022
774,1023
775,1024
776,1025
777,1026
778,1027
778,1028
779,1029
780,1030
780,1031
781,1032
782,1033
783,1034
783,1035
784,1036
785,1037
786,1038
787,1039
788,1040
788,1041
789,1042
790,1043
791,1044
792,1045
792,1046
792,1047
792,1048
792,1049
792,1050
792,1051
793,1052
794,1053
795,1054
796,1055
797,1056
797,1057
797,1058
798,1059
799,1060
800,1061
801,1062
802,1063
803,1064
803,1065
803,1066
804,1067
805,1068
805,1069
806,1070
806,1071
807,1072
808,1073
809,1074
809,1075
810,1076
811,1077
812,1078
813,1079
814,1080
814,1081
815,1082
816,1083
817,1084
818,1085
818,1086
819,1087
820,1088
821,1089
822,1090
823,1091
824,1092
824,1093
825,1094
826,1095
826,1096
827,1097
828,1098
828,1099
829,1100
830,1101
831,1102
832,1103
833,1104
834,1105
835,1106
835,1107
836,1108
837,1109
838,1110
839,1111
839,1112
839,1113
839,1114
840,1115
841,1116
842,1117
843,1118
844,1119
844,1120
844,1121
845,1122
846,1123
846,1124
847,1125
848,1126
849,1127
850,1128
851,1129
852,1130
852,1131
853,1132
854,1133
855,1134
856,1135
857,1136
858,1137
859,1138
860,1139
861,1140
862,1141
863,1142
863,1143
864,1144
865,1145
865,1146
866,1147
867,1148
868,1149
868,1150
868,1151
868,1152
869,1153
869,1154
870,1155
870,1156
871,1157
872,1158
872,1159
873,1160
873,1161
874,1162
875,1163
876,1164
877,1165
877,1166
877,1167
878,1168
879,1169
879,1170
879,1171
880,1172
881,1173
882,1174
883,1175
884,1176
885,1177
886,1178
887,1179
888,1180
889,1181
890,1182
891,1183
892,1184
893,1185
893,1186
894,1187
895,1188
896,1189
897,1190
898,1191
899,1192
899,1193
900,1194
901,1195
902,1196
903,1197
904,1198
905,1199
905,1200
906,1201
907,1202
908,1203
909,1204
910,1205
911,1206
912,1207
913,1208
913,1209
913,1210
914,1211
915,1212
915,1213
916,1214
917,1215
918,1216
919,1217
920,1218
920,1219
921,1220
921,1221
922,1222
923,1223
924,1224
925,1225
925,1226
926,1227
927,1228
928,1229
929,1230
930,1231
931,1232
931,1233
932,1234
933,1235
934,1236
935,1237
936,1238
936,1239
937,1240
938,1241
939,1242
940,1243
941,1244
942,1245
943,1246
944,1247
945,1248
946,1249
947,1250
948,1251
949,1252
950,1253
951,1254
952,1255
953,1256
954,1257
955,1258
956,1259
957,1260
958,1261
959,1262
959,1263
960,1264
960,1265
961,1266
961,1267
962,1268
963,1269
964,1270
965,1271
966,1272
967,1273
968,1274
969,1275
970,1276
971,1277
971,1278
972,1279
973,1280
974,1281
975,1282
975,1283
976,1284
976,1285
977,1286
977,1287
978,1288
979,1289
980,1290
981,1291
982,1292
983,1293
984,1294
984,1295
985,1296
986,1297
987,1298
987,1299
987,1300
988,1301
988,1302
989,1303
990,1304
990,1305
991,1306
992,1307
992,1308
992,1309
993,1310
994,1311
995,1312
996,1313
997,1314
998,1315
998,1316
999,1317
1000,1318
1001,1319
1001,1320
1002,1321
1003,1322
1004,1323
1005,1324
1006,1325
1006,1326
1006,1327
1007,1328
1008,1329
1009,1330
1010,1331
1011,1332
1012,1333
1013,1334
1014,1335
1015,1336
1015,1337
1016,1338
1017,1339
1018,1340
1019,1341
1020,1342
1020,1343
1021,1344
1021,1345
1021,1346
1021,1347
1022,1348
1023,1349
1024,1350
1025,1351
1026,1352
1027,1353
1028,1354
1029,1355
1029,1356
1030,1357
1031,1358
1032,1359
1033,1360
1033,1361
1034,1362
1035,1363
1036,1364
1037,1365
1038,1366
1039,1367
1039,1368
1040,1369
1041,1370
1041,1371
1041,1372
1041,1373
1041,1374
1042,1375
1043,1376
1044,1377
1045,1378
1046,1379
1046,1380
1047,1381
1047,1382
1048,1383
1049,1384
1050,1385
1051,1386
1052,1387
1053,1388
1053,1389
1054,1390
1055,1391
1056,1392
1057,1393
1058,1394
1059,1395
1060,1396
1061,1397
1062,1398
1063,1399
1064,1400
1064,1401
1065,1402
1065,1403
1066,1404
1067,1405
1068,1406
1069,1407
1069,1408
1070,1409
1071,1410
1072,1411
1073,1412
1073,1413
1074,1414
1075,1415
1075,1416
1076,1417
1077,1418
1077,1419
1077,1420
1077,1421
1077,1422
1078,1423
1079,1424
1080,1425
1081,1426
1082,1427
1082,1428
1083,1429
1084,1430
1085,1431
1086,1432
1087,1433
1088,1434
1088,1435
1088,1436
1089,1437
1090,1438
1091,1439
1092,1440
1093,1441
1093,1442
1094,1443
1095,1444
1096,1445
1096,1446
1096,1447
1096,1448
1096,1449
1096,1450
1096,1451
1096,1452
1096,1453
1096,1454
1096,1455
1096,1456
1096,1457
1096,1458
1096,1459
1096,1460
1096,1461
1096,1462
1096,1463
1097,1464
1097,1465
1098,1466
1099,1467
1099,1468
1099,1469
1099,1470
1099,1471
1099,1472
1100,1473
1101,1474
1102,1475
1103,1476
1104,1477
1105,1478
1106,1479
1107,1480
1108,1481
1108,1482
1108,1483
1108,1484
1109,1485
1110,1486
1111,1487
1112,1488
1113,1489
1113,1490
1114,1491
1114,1492
1115,1493
1116,1494
1117,1495
1118,1496
1119,1497
1120,1498
1120,1499
1120,1500
1121,1501
1122,1502
1123,1503
1124,1504
1125,1505
1126,1506
1126,1507
1127,1508
1128,1509
1128,1510
1129,1511
1129,1512
1130,1513
1131,1514
1132,1515
1133,1516
1134,1517
1135,1518
1135,1519
1136,1520
1137,1521
1138,1522
1139,1523
1140,1524
1141,1525
1142,1526
1143,1527
1144,1528
1145,1529
1146,1530
1147,1531
1147,1532
1148,1533
1149,1534
1150,1535
1151,1536
1152,1537
1153,1538
1154,1539
1155,1540
1156,1541
1156,1542
1156,1543
1156,1544
1156,1545
1156,1546
1156,1547
1156,1548
1156,1549
1156,1550
1156,1551
1156,1552
1156,1553
1156,1554
1157,1555
1157,1556
1158,1557
1159,1558
1160,1559
1161,1560
1162,1561
1163,1562
1163,1563
1164,1564
1165,1565
1165,1566
1166,1567
1167,1568
1167,1569
1167,1570
1168,1571
1168,1572
1169,1573
1170,1574
1171,1575
1172,1576
1173,1577
1173,1578
1173,1579
1174,1580
1175,1581
1176,1582
1177,1583
1178,1584
1178,1585
1179,1586
1180,1587
1180,1588
1180,1589
1180,1590
1181,1591
1182,1592
1183,1593
1183,1594
1184,1595
1185,1596
1186,1597
1187,1598
1187,1599
1188,1600
1189,1601
1190,1602
1191,1603
1192,1604
1193,1605
1193,1606
1194,1607
1195,1608
1196,1609
1197,1610
1198,1611
1199,1612
1199,1613
1199,1614
1200,1615
1201,1616
1202,1617
1202,1618
1203,1619
1204,1620
1205,1621
1205,1622
1206,1623
1206,1624
1207,1625
1207,1626
1207,1627
1208,1628
1209,1629
1210,1630
1211,1631
1211,1632
1211,1633
1212,1634
1213,1635
1214,1636
1215,1637
1216,1638
1217,1639
1218,1640
1219,1641
1220,1642
1221,1643
1222,1644
1222,1645
1223,1646
1224,1647
1225,1648
1225,1649
1226,1650
1227,1651
1228,1652
1229,1653
1230,1654
1231,1655
1232,1656
1232,1657
1233,1658
1233,1659
1234,1660
1235,1661
1236,1662
1237,1663
1238,1664
1239,1665
1239,1666
1240,1667
1240,1668
1241,1669
1241,1670
1242,1671
1243,1672
1244,1673
1245,1674
1246,1675
1247,1676
1248,1677
1248,1678
1249,1679
1250,1680
1251,1681
1252,1682
1253,1683
1253,1684
1254,1685
1255,1686
1256,1687
1257,1688
1258,1689
1258,1690
1259,1691
1260,1692
1260,1693
1261,1694
1262,1695
1263,1696
1264,1697
1265,1698
1266,1699
1267,1700
1268,1701
1269,1702
1270,1703
1270,1704
1271,1705
1272,1706
1273,1707
1274,1708
1274,1709
1275,1710
1276,1711
1277,1712
1278,1713
1279,1714
1280,1715
1280,1716
1281,1717
1282,1718
1282,1719
1283,1720
1284,1721
1285,1722
1286,1723
1286,1724
1287,1725
1287,1726
1288,1727
1288,1728
1289,1729
1289,1730
1290,1731
1291,1732
1292,1733
1292,1734
1293,1735
1293,1736
1294,1737
1295,1738
1296,1739
1297,1740
1298,1741
1299,1742
1300,1743
1301,1744
1302,1745
1303,1746
1304,1747
1305,1748
1305,1749
1306,1750
1307,1751
1308,1752
1309,1753
1310,1754
1311,1755
1312,1756
1313,1757
1314,1758
1315,1759
1316,1760
1317,1761
1318,1762
1319,1763
1320,1764
1320,1765
1321,1766
1321,1767
1322,1768
1323,1769
1324,1770
1325,1771
1326,1772
1327,1773
1328,1774
1329,1775
1329,1776
1330,1777
1331,1778
1331,1779
1332,1780
1333,1781
1334,1782
1335,1783
1336,1784
1337,1785
1338,1786
1338,1787
1339,1788
1340,1789
1341,1790
1342,1791
1343,1792
1344,1793
1345,1794
1346,1795
1347,1796
1348,1797
1349,1798
1350,1799
1351,1800
1352,1801
1352,1802
1353,1803
1354,1804
1354,1805
1355,1806
1356,1807
1357,1808
1358,1809
1359,1810
1360,1811
1361,1812
1362,1813
1363,1814
1364,1815
1364,1816
1364,1817
1365,1818
1366,1819
1367,1820
1368,1821
1369,1822
1370,1823
1371,1824
1372,1825
1373,1826
1374,1827
1374,1828
1375,1829
1376,1830
1377,1831
1378,1832
1379,1833
1379,1834
1380,1835
1381,1836
1382,1837
1382,1838
1382,1839
1382,1840
1383,1841
1383,1842
1384,1843
1384,1844
1385,1845
1386,1846
1387,1847
1387,1848
1387,1849
1388,1850
1389,1851
1390,1852
1391,1853
1391,1854
1392,1855
1393,1856
1394,1857
1395,1858
1396,1859
1396,1860
1397,1861
1398,1862
1399,1863
1400,1864
1401,1865
1402,1866
1402,1867
1403,1868
1404,1869
1405,1870
1406,1871
1407,1872
1408,1873
1408,1874
1409,1875
1410,1876
1411,1877
1412,1878
1413,1879
1414,1880
1415,1881
1416,1882
1417,1883
1418,1884
1419,1885
1419,1886
1419,1887
1419,1888
1420,1889
1421,1890
1422,1891
1422,1892
1423,1893
1424,1894
1425,1895
1425,1896
1425,1897
1426,1898
1427,1899
1428,1900
1429,1901
1430,1902
1431,1903
1432,1904
1432,1905
1432,1906
1433,1907
1434,1908
1435,1909
1436,1910
1437,1911
1438,1912
1439,1913
1440,1914
1441,1915
1441,1916
1442,1917
1443,1918
1444,1919
1445,1920
1446,1921
1446,1922
1446,1923
1447,1924
1448,1925
1448,1926
1449,1927
1450,1928
1451,1929
1452,1930
1453,1931
1453,1932
1454,1933
1455,1934
1456,1935
1457,1936
1458,1937
1459,1938
1460,1939
1461,1940
1462,1941
1463,1942
1464,1943
1464,1944
1464,1945
1464,1946
1465,1947
1466,1948
1466,1949
1467,1950
1467,1951
1468,1952
1469,1953
1469,1954
1470,1955
1471,1956
1472,1957
1473,1958
1474,1959
1475,1960
1475,1961
1476,1962
1476,1963
1477,1964
1477,1965
1477,1966
1478,1967
1479,1968
1480,1969
1481,1970
1482,1971
1483,1972
1484,1973
1485,1974
1486,1975
1486,1976
1486,1977
1487,1978
1488,1979
1489,1980
1489,1981
1490,1982
1491,1983
1491,1984
1492,1985
1492,1986
1493,1987
1494,1988
1495,1989
1496,1990
1497,1991
1497,1992
1497,1993
1498,1994
1499,1995
1500,1996
1500,1997
1501,1998
1502,1999
1503,2000
1504,2001
1505,2002
1506,2003
1506,2004
1507,2005
1508,2006
1509,2007
1509,2008
1510,2009
1510,2010
1511,2011
1511,2012
1512,2013
1513,2014
1514,2015
1515,2016
1516,2017
1517,2018
1518,2019
1518,2020
1519,2021
1520,2022
1521,2023
1521,2024
1522,2025
1523,2026
1524,2027
1525,2028
1526,2029
1527,2030
1528,2031
1529,2032
1530,2033
1531,2034
1532,2035
1533,2036
1534,2037
1535,2038
1536,2039
1537,2040
1538,2041
1539,2042
1540,2043
1541,2044
1542,2045
1543,2046
1544,2047
1545,2048
1545,2049
1546,2050
1547,2051
1548,2052
1549,2053
1549,2054
1550,2055
1551,2056
1552,2057
1553,2058
1554,2059
1555,2060
1556,2061
1557,2062
1558,2063
1559,2064
1560,2065
1561,2066
1561,2067
1561,2068
1561,2069
1562,2070
1563,2071
1564,2072
1565,2073
1566,2074
1567,2075
1567,2076
1567,2077
1568,2078
1569,2079
1569,2080
1570,2081
1571,2082
1571,2083
1571,2084
1572,2085
1572,2086
1572,2087
1572,2088
1572,2089
1572,2090
1573,2091
1574,2092
1574,2093
1575,2094
1575,2095
1575,2096
1576,2097
1577,2098
1578,2099
1579,2100
1580,2101
1580,2102
1581,2103
1582,2104
1583,2105
1583,2106
1584,2107
1584,2108
1585,2109
1586,2110
1587,2111
1587,2112
1588,2113
1589,2114
1590,2115
1591,2116
1592,2117
1593,2118
1594,2119
1595,2120
1596,2121
1597,2122
1598,2123
1599,2124
1600,2125
1601,2126
1602,2127
1603,2128
1603,2129
1604,2130
1605,2131
1606,2132
1607,2133
1608,2134
1609,2135
1610,2136
1611,2137
1612,2138
1612,2139
1613,2140
1613,2141
1614,2142
1615,2143
1615,2144
1616,2145
1617,2146
1617,2147
1618,2148
1618,2149
1619,2150
1620,2151
1621,2152
1622,2153
1623,2154
1623,2155
1623,2156
1623,2157
1624,2158
1624,2159
1624,2160
1625,2161
1626,2162
1627,2163
1628,2164
1629,2165
1630,2166
1631,2167
1631,2168
1631,2169
1632,2170
1633,2171
1634,2172
1635,2173
1635,2174
1636,2175
1637,2176
1638,2177
1638,2178
1639,2179
1640,2180
1641,2181
1642,2182
1643,2183
1644,2184
1645,2185
1646,2186
1647,2187
1648,2188
1648,2189
1649,2190
1650,2191
1651,2192
1652,2193
1653,2194
1654,2195
1655,2196
1656,2197
1657,2198
1658,2199
1659,2200
1660,2201
1660,2202
1661,2203
1662,2204
1662,2205
1663,2206
1663,2207
1664,2208
1665,2209
1666,2210
1666,2211
1667,2212
1668,2213
1669,2214
1670,2215
1670,2216
1670,2217
1671,2218
1672,2219
1673,2220
1674,2221
1675,2222
1676,2223
1677,2224
1678,2225
1679,2226
1680,2227
1681,2228
1681,2229
1681,2230
1682,2231
1683,2232
1684,2233
1685,2234
1686,2235
1686,2236
1687,2237
1688,2238
1688,2239
1689,2240
1690,2241
1691,2242
1692,2243
1692,2244
1693,2245
1694,2246
1695,2247
1695,2248
1696,2249
1697,2250
1697,2251
1698,2252
1698,2253
1698,2254
1698,2255
1698,2256
1699,2257
1700,2258
1701,2259
1702,2260
1702,2261
1703,2262
1703,2263
1704,2264
1705,2265
1706,2266
1706,2267
1707,2268
1708,2269
1709,2270
1710,2271
1711,2272
1712,2273
1713,2274
1714,2275
1715,2276
1716,2277
1717,2278
1717,2279
1718,2280
1719,2281
1720,2282
1721,2283
1722,2284
1723,2285
1724,2286
1725,2287
1725,2288
1726,2289
1727,2290
1728,2291
1729,2292
1730,2293
1731,2294
1732,2295
1733,2296
1734,2297
1735,2298
1736,2299
1737,2300
1738,2301
1739,2302
1740,2303
1741,2304
1742,2305
1743,2306
1744,2307
1744,2308
1745,2309
1746,2310
1747,2311
1747,2312
1748,2313
1749,2314
1750,2315
1751,2316
1752,2317
1753,2318
1754,2319
1755,2320
1756,2321
1756,2322
1757,2323
1758,2324
1759,2325
1760,2326
1761,2327
1762,2328
1763,2329
1763,2330
1764,2331
1765,2332
1766,2333
1767,2334
1768,2335
1769,2336
1770,2337
1771,2338
1771,2339
1772,2340
1772,2341
1773,2342
1774,2343
1774,2344
1775,2345
1776,2346
1777,2347
1777,2348
1778,2349
1779,2350
1780,2351
1781,2352
1782,2353
1783,2354
1783,2355
1784,2356
1784,2357
1785,2358
1786,2359
1787,2360
1788,2361
1789,2362
1790,2363
1791,2364
1792,2365
1793,2366
1794,2367
1795,2368
1795,2369
1796,2370
1797,2371
1798,2372
1799,2373
1800,2374
1800,2375
1800,2376
1801,2377
1802,2378
1803,2379
1804,2380
1805,2381
1806,2382
1807,2383
1808,2384
1809,2385
1810,2386
1811,2387
1812,2388
1813,2389
1814,2390
1815,2391
1815,2392
1816,2393
1817,2394
1818,2395
1819,2396
1820,2397
1821,2398
1822,2399
1823,2400
1823,2401
1824,2402
1825,2403
1826,2404
1827,2405
1827,2406
1828,2407
1829,2408
1830,2409
1831,2410
1832,2411
1833,2412
1834,2413
1835,2414
1835,2415
1835,2416
1836,2417
1836,2418
1836,2419
1837,2420
1838,2421
1839,2422
1840,2423
1841,2424
1841,2425
1842,2426
1843,2427
1844,2428
1844,2429
1845,2430
1845,2431
1846,2432
1847,2433
1848,2434
1849,2435
1850,2436
1851,2437
1852,2438
1853,2439
1853,2440
1854,2441
1855,2442
1856,2443
1857,2444
1858,2445
1858,2446
1859,2447
1860,2448
1860,2449
1861,2450
1862,2451
1863,2452
1864,2453
1865,2454
1866,2455
1867,2456
1867,2457
1868,2458
1869,2459
1869,2460
1870,2461
1871,2462
1872,2463
1873,2464
1874,2465
1875,2466
1876,2467
1877,2468
1877,2469
1878,2470
1879,2471
1880,2472
1881,2473
1881,2474
1882,2475
1882,2476
1883,2477
1883,2478
1884,2479
1884,2480
1884,2481
1884,2482
1885,2483
1886,2484
1886,2485
1886,2486
1887,2487
1887,2488
1887,2489
1888,2490
1889,2491
1890,2492
1891,2493
1892,2494
1893,2495
1894,2496
1895,2497
1895,2498
1895,2499
1895,2500
1895,2501
1895,2502
1895,2503
1895,2504
1896,2505
1897,2506
1898,2507
1899,2508
1900,2509
1901,2510
1902,2511
1903,2512
1904,2513
1904,2514
1904,2515
1904,2516
1905,2517
1906,2518
1907,2519
1908,2520
1909,2521
1910,2522
1910,2523
1910,2524
1911,2525
1912,2526
1913,2527
1914,2528
1915,2529
1916,2530
1916,2531
1916,2532
1917,2533
1918,2534
1919,2535
1919,2536
1920,2537
1921,2538
1921,2539
1922,2540
1923,2541
1924,2542
1925,2543
1926,2544
1926,2545
1927,2546
1928,2547
1929,2548
1930,2549
1931,2550
1932,2551
1933,2552
1934,2553
1935,2554
1936,2555
1937,2556
1938,2557
1938,2558
1939,2559
1939,2560
1940,2561
1941,2562
1942,2563
1943,2564
1944,2565
1945,2566
1946,2567
1947,2568
1948,2569
1949,2570
1950,2571
1950,2572
1951,2573
1952,2574
1953,2575
1953,2576
1953,2577
1954,2578
1954,2579
1955,2580
1956,2581
1956,2582
1957,2583
1958,2584
1958,2585
1959,2586
1960,2587
1961,2588
1962,2589
1963,2590
1964,2591
1965,2592
1966,2593
1967,2594
1967,2595
1967,2596
1968,2597
1968,2598
1968,2599
1969,2600
1970,2601
1971,2602
1972,2603
1973,2604
1974,2605
1975,2606
1975,2607
1976,2608
1977,2609
1977,2610
1978,2611
1979,2612
1980,2613
1981,2614
1982,2615
1983,2616
1984,2617
1984,2618
1985,2619
1985,2620
1986,2621
1987,2622
1987,2623
1988,2624
1989,2625
1990,2626
1990,2627
1991,2628
1992,2629
1993,2630
1994,2631
1995,2632
1996,2633
1996,2634
1996,2635
1996,2636
1997,2637
1998,2638
1999,2639
2000,2640
2001,2641
2002,2642
2002,2643
2003,2644
2004,2645
2005,2646
2006,2647
2007,2648
2008,2649
2009,2650
2010,2651
2011,2652
2012,2653
2013,2654
2014,2655
2015,2656
2016,2657
2017,2658
2018,2659
2019,2660
2020,2661
2021,2662
2022,2663
2023,2664
2024,2665
2024,2666
2025,2667
2026,2668
2026,2669
2027,2670
2027,2671
2028,2672
2028,2673
2029,2674
2030,2675
2031,2676
2032,2677
2033,2678
2034,2679
2035,2680
2035,2681
2036,2682
2037,2683
2038,2684
2039,2685
2040,2686
2041,2687
2042,2688
2043,2689
2044,2690
2045,2691
2046,2692
2047,2693
2048,2694
2049,2695
2050,2696
2051,2697
2052,2698
2052,2699
2052,2700
2052,2701
2053,2702
2054,2703
2055,2704
2056,2705
2057,2706
2058,2707
2058,2708
2059,2709
2060,2710
2061,2711
2062,2712
2063,2713
2064,2714
2064,2715
2065,2716
